,Unnamed: 0,id,fighter_name,total_wins,total_losses,total_draws,total_nc,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,td_acc.1,sub_avg
206,207,1788eee370f077b7,Blagoy Ivanov,18,4,0,1,"5'11""",250,"73""",Southpaw,10/09/1986,3.32,40%,4.15,54%,1.06,54%,75%,54%,0.2
209,210,887961364be5ceb3,Bobby Green,27,11,1,0,"5'10""",155,"71""",Orthodox,9/09/1986,5.17,51%,3.32,63%,1.56,41%,72%,41%,0.3
211,212,d76ad9a08c4408ff,Bobby Moffett,13,5,0,1,"5'10""",145,"73""",Orthodox,6/01/1990,3.41,39%,3.15,61%,2.74,66%,66%,66%,1.4
212,213,7dfb56f24fe5ddea,Bobby Nash,8,4,0,0,"6'0""",170,"74""",Orthodox,3/26/1990,3.42,37%,3.95,51%,2.37,33%,100%,33%,1.6
214,215,fb8a3025ae722e64,Bobby Voelker,19,13,0,0,"6'0""",170,"74""",Orthodox,4/26/1979,4.01,35%,5.84,42%,1.04,50%,66%,50%,0.0
215,216,d6285cba1d1052e0,Bojan Mihajlovic,10,6,0,0,"5'11""",205,"73""",Orthodox,3/30/1980,1.23,35%,5.95,47%,0.0,0%,33%,0%,0.0
216,217,fcce75a25c14a804,Bojan Velickovic,15,6,1,0,"6'0""",170,"76""",Southpaw,12/18/1988,2.18,34%,2.31,57%,0.67,25%,55%,25%,0.5
217,218,98e946879ba20c0f,Boston Salmon,6,3,0,0,"5'9""",135,"69""",Southpaw,11/20/1990,4.13,37%,7.75,59%,0.0,0%,100%,0%,0.0
218,219,7e69a4b0961aa555,Brad Blackburn,18,13,1,1,"5'10""",170,"73""",Orthodox,5/25/1977,4.55,35%,3.59,65%,0.93,50%,76%,50%,0.7
221,222,7b433309b0fd12aa,Brad Katona,8,2,0,0,"5'6""",135,"64""",Orthodox,12/19/1991,3.33,51%,2.98,57%,1.25,22%,47%,22%,0.0
224,225,c945adc22c2bfe8f,Brad Pickett,25,14,0,0,"5'6""",135,"68""",Orthodox,9/24/1978,3.02,31%,4.63,55%,2.47,44%,58%,44%,0.4
225,226,37ed1ab2f8b819f4,Brad Riddell,9,1,0,0,"5'7""",155,"71""",Orthodox,9/30/1991,4.36,50%,2.62,53%,1.0,37%,60%,37%,0.0
226,227,34e552520a934063,Brad Scott,11,6,0,0,"6'1""",170,"76""",Orthodox,6/24/1989,3.52,41%,4.31,57%,0.32,15%,63%,15%,0.7
227,228,0c6d9ea8306c029e,Brad Tavares,18,7,0,0,"6'1""",185,"74""",Orthodox,12/21/1987,3.04,41%,2.73,56%,0.97,27%,79%,27%,0.0
229,230,cc351e408bbb7d43,Brandon Davis,10,8,0,0,"5'10""",135,"72""",Orthodox,5/08/1990,4.65,35%,4.33,60%,0.71,45%,56%,45%,0.1
231,232,792be9a24df82ed6,Brandon Moreno,18,5,2,0,"5'7""",125,"70""",Orthodox,12/07/1993,3.41,38%,3.41,59%,2.01,45%,67%,45%,0.6
232,233,6e15f63b6c2e2c15,Brandon Royval,12,5,0,0,"5'9""",125,"68""",Southpaw,8/16/1992,3.77,46%,2.88,47%,0.79,100%,53%,100%,2.4
233,234,638cfec7ec559d6e,Brandon Thatch,11,5,0,0,"6'2""",170,"74""",Switch,7/11/1985,2.7,42%,3.63,52%,1.36,66%,50%,66%,0.7
234,235,fa315e6c77eee106,Brandon Vera,15,7,0,1,"6'3""",230,"78""",Orthodox,10/10/1977,3.03,56%,2.81,52%,0.7,53%,59%,53%,0.2
236,237,2f181c0467965b98,Brendan Allen,15,4,0,0,"6'2""",185,"75""",Orthodox,12/28/1995,3.55,59%,4.57,39%,1.17,37%,50%,37%,2.0
237,238,b788862dd1c11eac,Brendan Loughnane,17,3,0,0,"5'10""",145,"70""",Switch,12/05/1989,6.23,63%,6.7,53%,1.5,30%,92%,30%,0.0
238,239,494b0bfdbac74502,Brendan O'Reilly,6,3,0,1,"5'7""",170,"69""",Orthodox,6/24/1987,1.9,47%,2.77,39%,2.22,43%,36%,43%,0.6
239,240,89a407032911e27e,Brendan Schaub,10,5,0,0,"6'4""",245,"78""",Orthodox,3/18/1983,2.92,37%,2.22,57%,2.32,46%,72%,46%,0.4
240,241,ec52462a1b41f714,Brett Johns,17,2,0,0,"5'7""",135,"71""",Orthodox,2/21/1992,2.86,49%,3.84,53%,4.92,49%,58%,49%,1.0
241,242,b26d3e3746fb4024,Brian Bowles,10,3,0,0,"5'7""",135,"70""",Orthodox,6/22/1980,2.36,26%,2.98,64%,1.39,70%,54%,70%,1.4
242,243,1999ffb5cebc314f,Brian Camozzi,7,5,0,0,"6'2""",170,"78""",Orthodox,6/24/1991,3.15,26%,6.39,54%,0.0,0%,0%,0%,0.7
244,245,32ba186f4b0e3267,Brian Ebersole,51,18,1,1,"6'0""",170,"73""",Southpaw,11/27/1980,2.32,49%,2.14,56%,1.7,23%,61%,23%,0.1
245,246,3dc3022232b79c7a,Brian Foster,27,10,0,0,"5'9""",170,"71""",Orthodox,4/03/1984,3.3,39%,1.63,65%,3.67,60%,37%,60%,1.8
250,251,7be14eaed4c74856,Brian Kelleher,22,12,0,0,"5'6""",145,"66""",Switch,8/19/1986,3.92,39%,5.47,53%,1.0,25%,59%,25%,0.7
252,253,def8166ff24bd237,Brian Ortega,15,1,0,1,"5'8""",145,"69""",Switch,2/21/1991,4.29,38%,6.28,52%,0.8,21%,56%,21%,1.1
253,254,579fcdfcabd23a7b,Brian Stann,12,6,0,0,"6'1""",205,"74""",Orthodox,9/24/1980,3.28,42%,2.65,59%,0.12,12%,60%,12%,0.3
254,255,b53c46f613f6f248,Brianna Van Buren,9,3,0,0,"5'0""",115,"62""",Southpaw,8/04/1993,3.53,41%,3.23,57%,2.5,45%,66%,45%,0.0
255,256,a17322f99ddfd8e9,Bristol Marunde,16,10,0,0,"6'1""",170,"75""",Orthodox,4/20/1982,1.42,21%,4.4,47%,1.6,33%,14%,33%,0.0
257,258,5eedbf1e9601be35,Brock Larson,42,10,0,0,"5'11""",170,"71""",Southpaw,8/23/1977,1.39,46%,1.5,55%,2.67,34%,43%,34%,2.0
258,259,513c6f1715e547a8,Brock Lesnar,5,3,0,1,"6'3""",265,"81""",Orthodox,7/12/1977,3.53,72%,2.11,50%,3.9,55%,60%,55%,0.5
260,261,7c9f96f9a6a5cd50,Brok Weaver,15,6,0,0,"6'0""",155,"73""",Southpaw,12/05/1991,4.78,64%,4.35,46%,0.41,10%,66%,10%,0.4
262,263,294aa73dbf37d281,Bruno Silva,10,5,2,1,"5'4""",125,"65""",Orthodox,3/16/1990,2.6,42%,3.51,55%,3.14,30%,61%,30%,0.0
263,264,a331233f597090a5,Bryan Barberena,15,7,0,0,"6'0""",170,"72""",Southpaw,5/03/1989,5.48,48%,4.7,45%,0.23,28%,60%,28%,0.5
264,265,5ef0088c1b19beeb,Bryan Caraway,21,9,0,0,"5'8""",135,"68""",Orthodox,8/04/1984,2.53,34%,3.61,54%,2.57,25%,80%,25%,0.8
265,266,d9c6f19f958643e9,Bryce Mitchell,14,1,0,0,"5'10""",145,"70""",Southpaw,10/04/1994,2.29,61%,1.46,60%,3.26,46%,33%,46%,2.3
269,270,5d7bdab5e03e3216,CB Dollaway,17,9,0,0,"6'2""",185,"76""",Orthodox,8/10/1983,2.65,47%,2.58,54%,3.55,54%,62%,54%,1.2
271,272,a8c9d16fe2a14d72,CM Punk,0,1,0,1,"6'1""",170,"73""",Orthodox,10/26/1978,1.1,23%,4.87,40%,0.87,11%,0%,11%,0.0
273,274,0ff11cc094e887bc,Cain Velasquez,14,3,0,0,"6'1""",240,"77""",Orthodox,7/28/1982,6.37,57%,2.33,57%,5.13,45%,85%,45%,0.4
274,275,0c5c66ddd1886b83,Caio Magalhaes,10,3,0,0,"6'1""",185,"73""",Orthodox,12/14/1987,2.27,40%,2.78,56%,1.05,15%,58%,15%,1.6
277,278,8fc9ae9c7527dfcb,Callan Potter,18,9,0,0,"6'0""",170,"72""",Orthodox,6/09/1984,3.18,50%,4.72,58%,3.29,66%,100%,66%,0.0
278,279,751de04455cfaac0,Calvin Kattar,22,5,0,0,"5'11""",145,"72""",Orthodox,3/26/1988,5.07,42%,8.16,50%,0.37,30%,89%,30%,0.0
280,281,5f3da9a9610d8969,Cameron Else,10,5,0,0,"5'9""",135,"71""",Switch,4/27/1987,1.92,36%,5.58,58%,0.0,0%,0%,0%,0.0
281,282,eb1723480fa2f96c,Caol Uno,33,19,5,0,"5'7""",155,"70""",Southpaw,5/08/1975,1.91,49%,1.9,50%,1.95,31%,37%,31%,0.5
282,283,d910665038efc639,Carla Esparza,18,6,0,0,"5'1""",115,"63""",Orthodox,10/10/1987,2.29,42%,2.85,53%,3.44,35%,48%,35%,0.3
283,284,198994b47f395af0,Carlo Pedersoli Jr.,11,3,0,0,"5'11""",170,"75""",Southpaw,6/08/1993,4.17,37%,4.12,61%,2.91,44%,0%,44%,0.0
284,285,4f853e98886283cf,Carlo Prater,31,18,1,0,"5'11""",155,"72""",Switch,6/25/1981,2.03,47%,4.07,35%,0.43,9%,57%,9%,1.7
286,287,f9f07bb5a43535ed,Carlos Condit,32,13,0,0,"6'2""",170,"75""",Orthodox,4/26/1984,3.63,39%,2.49,56%,0.62,54%,39%,54%,1.0
287,288,4f736494fc733095,Carlos Eduardo Rocha,9,4,0,0,"5'10""",170,"73""",Orthodox,7/12/1981,1.24,34%,1.85,55%,0.0,0%,52%,0%,1.4
288,289,a2ea77e974c5889f,Carlos Felipe,10,1,0,0,"6'0""",245,"75""",Orthodox,1/12/1995,4.42,45%,4.6,47%,0.0,0%,70%,0%,0.0
289,290,225def29ecfe0fc1,Carlos Huachin,10,5,1,0,"5'4""",135,"67""",Southpaw,6/04/1996,2.1,21%,4.8,50%,0.0,0%,66%,0%,0.0
291,292,9014c02eff8b3d62,Carlos Ulberg,5,1,0,0,"6'4""",205,"77""",Orthodox,11/07/1990,15.07,62%,8.6,47%,0.0,0%,100%,0%,0.0
292,293,2a4200ead401a9ce,Carls John De Tomas,6,2,0,0,"5'5""",125,"71""",Southpaw,8/28/1996,1.74,37%,3.93,44%,1.37,33%,66%,33%,0.0
293,294,40d8b74488743800,Carlton Minus,10,3,0,1,"5'10""",170,"75""",Orthodox,4/26/1993,3.5,40%,4.97,50%,0.0,0%,58%,0%,0.0
294,295,aa03a3ca00ac6827,Carmelo Marrero,16,6,0,1,"6'0""",205,"73""",Orthodox,1/26/1981,0.84,34%,2.04,54%,3.21,36%,36%,36%,0.9
295,296,01d2ed8c502e3828,Caros Fodor,11,6,0,0,"5'9""",155,"74""",Orthodox,1/07/1984,2.76,54%,2.83,54%,2.1,25%,50%,25%,0.0
296,297,e7bba7ce4d6c7b07,Casey Kenney,16,3,1,0,"5'7""",140,"68""",Southpaw,3/20/1991,4.81,42%,4.3,59%,1.1,39%,59%,39%,0.5
297,298,3ecd936bd8814108,Cat Zingano,10,4,0,0,"5'6""",145,"68""",Southpaw,7/01/1982,2.57,61%,1.63,47%,2.77,65%,42%,65%,0.8
298,299,99c7610aa74995d3,Cathal Pendred,17,4,1,0,"6'1""",170,"75""",Orthodox,9/02/1987,2.49,44%,3.01,55%,2.46,23%,83%,23%,0.4
300,301,dbc17725b887860a,Cezar Ferreira,13,8,0,0,"6'1""",185,"78""",Southpaw,2/15/1985,1.9,42%,2.44,53%,2.69,53%,84%,53%,0.5
301,302,fdf18227faa596dd,Chad Griggs,11,3,0,0,"6'1""",205,"73""",Orthodox,5/15/1978,2.67,50%,2.22,46%,1.51,66%,41%,66%,0.0
302,303,c03a5022f8439f2a,Chad Laprise,13,4,0,0,"5'10""",170,"71""",Orthodox,7/23/1986,4.78,42%,3.59,65%,1.05,54%,78%,54%,0.0
303,304,b5b684eac99ae0a3,Chad Mendes,18,5,0,0,"5'6""",145,"66""",Orthodox,5/01/1985,2.78,49%,2.35,67%,4.13,55%,100%,55%,0.3
305,306,48d1f690b763934c,Chael Sonnen,29,15,1,0,"6'1""",205,"73""",Southpaw,4/03/1977,3.08,43%,1.1,62%,3.81,59%,66%,59%,0.4
306,307,c451d67c09c55418,Chan Sung Jung,16,6,0,0,"5'7""",145,"72""",Orthodox,3/17/1987,4.15,41%,4.01,56%,0.62,41%,75%,41%,0.5
308,309,1ddb480b601cefb1,Chance Rencountre,14,4,0,0,"6'2""",170,"75""",Southpaw,12/31/1986,1.1,20%,3.62,49%,1.35,26%,16%,26%,0.3
309,310,76ee3d666c648f6b,Charles Byrd,10,7,0,0,"5'10""",185,"73""",Orthodox,10/11/1983,3.43,55%,2.63,55%,2.5,50%,40%,50%,1.5
310,311,f1d64ae34e088832,Charles Jourdain,11,3,1,0,"5'9""",145,"69""",Switch,11/27/1995,4.79,45%,4.11,61%,0.0,0%,47%,0%,0.7
311,312,da97d6c97d09c030,Charles McCarthy,10,5,0,0,"5'10""",185,"71""",Orthodox,8/06/1980,0.18,12%,4.03,56%,2.67,60%,0%,60%,2.7
312,313,07225ba28ae309b6,Charles Oliveira,30,8,0,1,"5'10""",155,"74""",Orthodox,10/17/1989,3.22,52%,2.94,54%,2.64,44%,57%,44%,2.8
313,314,40093d1d2d78394e,Charles Rosa,13,5,0,0,"5'9""",145,"69""",Switch,8/24/1986,3.11,37%,3.78,48%,1.76,32%,40%,32%,1.0
314,315,98f6da59d765ec94,Charlie Brenneman,19,8,0,0,"5'10""",155,"70""",Orthodox,2/09/1981,1.52,56%,1.55,46%,4.23,42%,72%,42%,0.0
315,316,318572f6f74b760d,Charlie Ontiveros,11,7,0,0,"6'2""",185,"78""",Switch,7/04/1991,0.33,40%,4.18,19%,0.0,0%,0%,0%,0.0
316,317,8a0be41c0380188d,Charlie Valencia,12,7,0,0,"5'3""",135,"64""",Orthodox,10/31/1974,2.58,37%,2.61,77%,1.4,53%,75%,53%,0.5
318,319,4bd6b4800070b069,Chas Skelly,18,3,0,1,"5'11""",145,"72""",Orthodox,5/11/1985,2.02,40%,3.35,48%,1.71,34%,33%,34%,2.4
320,321,971246648e162f0d,Chase Hooper,10,1,1,0,"6'1""",145,"74""",Southpaw,9/13/1999,4.43,45%,3.95,38%,0.32,7%,66%,7%,2.2
321,322,01b352b6a9074d5c,Chase Sherman,15,6,0,0,"6'4""",250,"78""",Orthodox,11/16/1989,6.02,45%,5.55,52%,0.0,0%,77%,0%,0.0
322,323,6cadfd8f1d9e7685,Che Mills,16,10,0,3,"6'1""",170,"76""",Orthodox,9/29/1982,2.08,52%,2.87,43%,1.18,66%,58%,66%,0.0
323,324,1eacf73d6a0055dc,Cheick Kongo,27,10,2,0,"6'4""",240,"82""",Orthodox,5/17/1975,3.33,56%,1.28,54%,2.3,56%,52%,56%,0.2
324,325,32be4b7f7de1c905,Chico Camus,17,7,0,1,"5'6""",125,"66""",Orthodox,1/26/1985,2.58,41%,2.46,64%,0.77,40%,72%,40%,0.4
326,327,55f446032177b119,Chris Beal,10,5,0,0,"5'7""",125,"69""",Orthodox,8/06/1985,3.45,35%,3.18,61%,1.6,58%,78%,58%,0.2
328,329,6c2030e0a143a94b,Chris Camozzi,24,13,0,0,"6'2""",185,"75""",Orthodox,11/20/1986,3.57,44%,2.96,56%,0.27,19%,57%,19%,0.5
329,330,b2e3aca4cd363477,Chris Cariaso,17,8,0,0,"5'3""",125,"64""",Southpaw,5/27/1981,3.35,43%,2.23,61%,1.11,39%,57%,39%,0.8
330,331,e5ecaf884b6da2bc,Chris Clements,12,6,0,1,"5'10""",170,"70""",Orthodox,2/09/1976,3.2,49%,2.37,44%,0.0,0%,32%,0%,0.3
332,333,8c8c92a12621d7e0,Chris Cope,8,4,0,0,"6'0""",170,"72""",Orthodox,3/05/1983,3.96,26%,4.82,50%,0.0,0%,80%,0%,0.0
333,334,d0aaedcf7ccd0b45,Chris Daukaus,11,3,0,0,"6'3""",250,"76""",Orthodox,9/25/1989,11.78,61%,3.22,65%,0.0,0%,100%,0%,0.0
334,335,dfae5da5676e4194,Chris Dempsey,11,5,0,0,"5'10""",185,"72""",Orthodox,9/08/1987,2.25,32%,2.82,65%,2.64,23%,16%,23%,0.0
335,336,bebb4ae55ac2bf6f,Chris Fishgold,18,4,1,0,"5'8""",145,"68""",Orthodox,6/06/1992,2.01,32%,2.7,46%,2.59,46%,44%,46%,1.3
336,337,feaf00f3373435d6,Chris Gruetzemacher,14,4,0,0,"5'8""",155,"68""",Orthodox,6/16/1986,7.02,57%,5.54,55%,0.0,0%,62%,0%,0.0
337,338,45f0cc9d18f35137,Chris Gutierrez,16,3,2,0,"5'9""",145,"67""",Orthodox,4/22/1991,4.3,57%,2.45,59%,0.57,60%,73%,60%,0.2
340,341,56c9acc4e86046a2,Chris Kelades,9,3,0,0,"5'7""",125,"68""",Orthodox,2/21/1981,2.4,43%,2.64,48%,1.04,18%,53%,18%,0.3
341,342,d43a048a880efdff,Chris Leben,22,11,0,0,"5'11""",185,"73""",Southpaw,7/21/1980,2.87,42%,2.87,52%,1.14,41%,53%,41%,0.8
343,344,91acd6910b802a9e,Chris Lytle,31,18,5,0,"5'11""",170,"68""",Orthodox,8/18/1974,3.76,45%,3.03,58%,0.7,55%,55%,55%,2.4
347,348,df05aa15b2d66f57,Chris Tuchscherer,21,4,0,1,"6'2""",258,"76""",Orthodox,9/08/1975,1.35,31%,3.17,47%,1.19,18%,0%,18%,0.6
348,349,c8097968da5e5f13,Chris Wade,12,3,0,0,"5'10""",155,"70""",Orthodox,9/30/1987,1.7,53%,1.75,51%,2.6,51%,55%,51%,1.1
349,350,3a8176e15b9887c1,Chris Weidman,15,5,0,0,"6'2""",185,"78""",Orthodox,6/17/1984,3.03,43%,3.15,52%,3.93,47%,65%,47%,0.9
350,351,a56607a451e4c70d,Chris Wilson,18,10,0,1,"6'1""",170,"75""",Orthodox,6/07/1977,2.32,50%,1.36,55%,1.31,50%,60%,50%,1.6
351,352,e51ee8ded927fc51,Chris de la Rocha,5,3,0,0,"6'3""",250,"80""",Orthodox,5/15/1979,4.08,45%,6.37,43%,2.02,30%,33%,30%,1.0
352,353,ae071698e1a3ccd4,Christian Aguilera,14,7,0,0,"5'9""",170,"72""",Switch,11/25/1991,3.35,41%,4.89,46%,0.0,0%,0%,0%,0.0
354,355,80779d7441af1b52,Christian Morecraft,8,3,0,0,"6'6""",260,"81""",Orthodox,9/08/1986,2.82,34%,2.46,46%,3.26,66%,50%,66%,2.2
355,356,f1b2a4365799c48b,Christian Wellisch,8,5,0,0,"6'2""",234,"77""",Orthodox,9/13/1975,3.12,27%,3.04,56%,1.22,42%,45%,42%,1.2
356,357,c7be22a47a58365a,Christina Marks,8,9,0,0,"5'7""",125,"69""",Orthodox,11/08/1985,5.0,58%,3.0,64%,7.5,100%,0%,100%,0.0
358,359,de45aaae23dfa392,Christos Giagos,18,8,0,0,"5'10""",155,"71""",Orthodox,1/23/1990,2.88,41%,2.59,51%,3.11,39%,50%,39%,0.3
359,360,a390eb8a9b2df298,Chuck Liddell,21,8,0,0,"6'2""",205,"76""",Orthodox,12/17/1969,2.97,35%,2.71,56%,0.44,75%,81%,75%,0.0
361,362,787bb1f087ccff8a,Ciryl Gane,8,0,0,0,"6'4""",245,"81""",Orthodox,4/12/1990,5.04,55%,1.85,69%,1.13,26%,100%,26%,0.5
362,363,56116a79e4deed06,Claude Patrick,14,2,0,0,"5'11""",170,"75""",Orthodox,6/14/1980,1.8,55%,0.89,69%,2.32,53%,84%,53%,1.7
363,364,ec34349e7dffcde7,Claudia Gadelha,18,5,0,0,"5'4""",115,"63""",Orthodox,12/07/1988,3.31,41%,4.57,57%,3.03,42%,58%,42%,0.7
364,365,d747eb273a40a920,Claudio Puelles,10,2,0,0,"5'11""",155,"72""",Southpaw,4/21/1996,1.95,44%,3.73,50%,3.06,36%,0%,36%,1.3
365,366,6f7c616b98e18c29,Claudio Silva,14,2,0,0,"5'11""",170,"71""",Southpaw,9/06/1982,3.14,42%,3.12,43%,3.01,28%,66%,28%,1.6
366,367,cc900c6a71ed23f3,Clay Collard,14,7,0,1,"5'11""",145,"73""",Orthodox,3/10/1993,4.22,32%,5.0,50%,2.81,39%,71%,39%,0.5
367,368,c47df9303d318c67,Clay Guida,36,17,0,0,"5'7""",155,"70""",Orthodox,12/08/1981,2.44,34%,2.57,63%,3.36,38%,68%,38%,0.7
368,369,83a477a7dba1ca58,Clay Harvison,13,6,0,0,"6'1""",170,"74""",Orthodox,9/25/1980,3.29,48%,3.91,58%,0.66,100%,68%,100%,1.3
369,370,5abf827d62f98fee,Clifford Starks,13,3,0,0,"6'0""",185,"78""",Orthodox,4/25/1981,1.94,33%,2.49,58%,1.94,100%,60%,100%,0.0
370,371,92b62174c175ce19,Clint Hester,11,6,0,0,"6'2""",205,"77""",Orthodox,11/21/1986,3.36,42%,3.44,56%,1.02,35%,60%,35%,0.0
371,372,7bc96507e4b38d3b,Cody Donovan,8,5,0,0,"6'3""",205,"74""",Orthodox,2/20/1981,5.61,59%,5.44,45%,1.67,28%,0%,28%,1.7
372,373,7f6ed67d3ed3c036,Cody Durden,11,3,1,0,"5'7""",125,"67""",Southpaw,3/29/1991,3.11,48%,3.93,41%,3.28,26%,50%,26%,0.8
374,375,d8c7c61b176e3994,Cody Garbrandt,12,3,0,0,"5'8""",135,"65""",Orthodox,7/07/1991,3.35,37%,3.33,65%,0.84,33%,100%,33%,0.0
375,376,700a674c042b7a96,Cody Gibson,15,7,0,0,"5'10""",135,"71""",Orthodox,9/11/1987,2.47,31%,2.54,63%,1.85,38%,58%,38%,0.4
376,377,7be63795363029e8,Cody McKenzie,16,10,0,0,"6'0""",155,"72""",Switch,12/16/1987,1.74,34%,2.5,67%,2.5,25%,14%,25%,2.5
377,378,5904b0b38dc6718d,Cody Pfister,13,6,1,0,"5'10""",155,"73""",Orthodox,7/12/1990,1.41,25%,2.8,51%,2.82,30%,0%,30%,0.0
378,379,bf7ad5628363eec9,Cody Stamann,19,3,1,0,"5'6""",145,"64""",Orthodox,11/09/1989,4.14,48%,3.18,63%,3.03,46%,80%,46%,0.0
379,380,dc9572dd6ec74859,Colby Covington,16,2,0,0,"5'11""",170,"72""",Orthodox,2/22/1988,4.12,38%,2.86,55%,4.61,50%,75%,50%,0.1
380,381,5df17b3620145578,Cole Escovedo,17,9,0,0,"5'7""",135,"72""",Orthodox,8/30/1981,1.77,43%,4.32,49%,0.43,33%,13%,33%,0.0
381,382,282fa667ff9c51ed,Cole Miller,21,11,0,1,"6'1""",145,"73""",Orthodox,4/26/1984,3.0,33%,3.88,59%,0.6,36%,38%,36%,1.8
382,383,56709e66f1c6008f,Cole Smith,7,2,0,0,"5'11""",135,"67""",Orthodox,4/05/1989,1.78,35%,1.96,49%,1.67,33%,45%,33%,1.7
383,384,f9a20a17d712ef7c,Cole Williams,11,3,0,0,"6'0""",170,"73""",Orthodox,12/15/1983,0.31,27%,5.34,23%,0.0,0%,25%,0%,0.0
387,388,2e25c1d983c26311,Colton Smith,7,4,0,0,"6'0""",155,"71""",Orthodox,8/14/1987,1.64,41%,2.3,51%,4.09,36%,25%,36%,1.4
388,389,f4c49976c75c5ab2,Conor McGregor,22,5,0,0,"5'9""",155,"74""",Southpaw,7/14/1988,5.32,49%,4.54,54%,0.7,55%,67%,55%,0.0
389,390,05560764359161e4,Constantinos Philippou,13,5,0,1,"5'11""",185,"73""",Orthodox,11/29/1979,2.19,35%,2.73,54%,0.4,42%,65%,42%,0.3
390,391,5e4eec08896c9423,Corey Anderson,14,5,0,0,"6'3""",205,"79""",Orthodox,9/22/1989,4.43,46%,2.22,59%,4.89,50%,83%,50%,0.0
391,392,abbc737317f66b81,Corey Hill,6,9,0,0,"6'4""",155,"80""",Orthodox,10/03/1978,3.57,46%,1.61,70%,3.02,80%,100%,80%,0.0
392,393,5f179af5fffeb9f6,Cortney Casey,9,9,0,0,"5'7""",125,"67""",Orthodox,5/05/1987,4.33,38%,4.19,52%,0.28,27%,38%,27%,0.6
393,394,3351aa64aa83c4d9,Cory McKenna,6,1,0,0,"5'3""",115,"58""",Orthodox,11/07/1999,3.47,44%,3.03,45%,0.5,50%,71%,50%,0.0
394,395,65f09bacd3957381,Cory Sandhagen,14,2,0,0,"5'11""",135,"70""",Switch,4/20/1992,6.85,48%,3.89,59%,1.07,50%,30%,50%,0.5
396,397,523fa774700d7d3f,Court McGee,20,10,0,0,"5'11""",170,"75""",Orthodox,12/12/1984,4.9,36%,3.94,61%,1.6,21%,63%,21%,0.4
398,399,3dd949593346dbc3,Craig White,14,9,0,0,"6'2""",170,"76""",Orthodox,7/01/1990,1.23,40%,3.28,39%,0.0,0%,50%,0%,0.8
399,400,634bb0de2eb043b4,Cristiane Justino,21,2,0,1,"5'8""",145,"68""",Orthodox,7/09/1985,7.28,52%,2.25,64%,0.66,55%,94%,55%,0.4
400,401,ff4c3ab594c7fac3,Cristiano Marcello,13,6,0,0,"5'9""",155,"72""",Orthodox,12/03/1977,2.56,33%,3.61,58%,0.44,11%,20%,11%,0.9
402,403,d247691a6c0e9034,Cub Swanson,27,11,0,0,"5'8""",145,"70""",Orthodox,11/02/1983,4.64,50%,3.64,60%,1.09,51%,60%,51%,0.5
403,404,d4f364dd076bb0e2,Cung Le,9,3,0,0,"5'9""",185,"70""",Southpaw,5/25/1972,4.36,48%,2.98,66%,1.37,71%,88%,71%,0.3
404,405,2721bb808bb2523c,Curt Warburton,13,6,0,0,"6'0""",155,"73""",Orthodox,"--,",2.13,42%,3.44,43%,2.35,50%,83%,50%,0.9
405,406,fa6796c55d6c5440,Curtis Blaydes,14,3,0,1,"6'4""",265,"80""",Orthodox,2/18/1991,3.59,53%,1.7,57%,6.64,54%,33%,54%,0.0
406,407,f1928a52590c5532,Curtis Millender,17,5,0,0,"6'2""",170,"76""",Orthodox,12/01/1987,3.86,46%,2.95,61%,0.43,100%,57%,100%,0.0
408,409,98215d037be5bcb7,Cynthia Calvillo,9,2,1,0,"5'4""",125,"64""",Orthodox,7/13/1987,4.18,41%,3.52,67%,1.85,44%,71%,44%,1.1
409,410,9be6020024133293,Cyril Asker,9,4,0,0,"6'0""",247,"74""",Orthodox,12/24/1985,3.35,39%,5.82,35%,4.41,62%,100%,62%,0.9
410,411,43563a32c3f10e95,Cyrille Diabate,19,10,1,0,"6'6""",205,"81""",Southpaw,10/06/1973,4.06,71%,1.78,60%,1.17,83%,53%,83%,0.2
411,412,74f9448b97bf8bec,Da-Un Jung,13,2,1,0,"6'4""",205,"78""",Orthodox,12/07/1993,5.06,43%,5.38,55%,0.0,0%,83%,0%,0.5
412,413,322a56923b396b4d,DaMarques Johnson,15,15,0,0,"6'1""",170,"75""",Orthodox,6/28/1982,2.11,37%,3.75,51%,1.18,55%,19%,55%,0.7
413,414,5140122c3eecd307,Daichi Abe,6,2,0,0,"5'11""",170,"71""",Orthodox,11/27/1991,3.8,33%,4.49,56%,0.33,50%,0%,50%,0.0
415,416,ce632027bf2a871b,Dalcha Lungiambula,11,2,0,0,"5'8""",185,"76""",Orthodox,7/31/1987,1.85,50%,2.27,43%,2.07,50%,75%,50%,0.0
416,417,058e4e08a1ad8aba,Dale Hartt,6,3,0,0,"5'10""",155,"69""",Orthodox,4/04/1979,1.14,35%,1.55,66%,1.22,100%,25%,100%,2.5
417,418,c96e2ae6021144a1,Damacio Page,19,10,0,0,"5'6""",135,"66""",Orthodox,9/30/1982,2.05,38%,2.47,51%,2.63,64%,23%,64%,0.9
418,419,3f11b5d4bd76a6d9,Damian Grabowski,20,5,0,0,"6'1""",241,"75""",Orthodox,5/12/1980,4.0,36%,7.65,51%,0.0,0%,0%,0%,0.0
419,420,42a7e90605df3c8a,Damian Stasiak,10,6,0,0,"5'5""",135,"70""",Orthodox,2/20/1990,1.86,36%,3.1,52%,2.64,35%,43%,35%,0.6
